0,0.9010643316387009
1,0.8977212441181388
2,0.894298459869438
3,0.8902042571263417
4,0.8855245940873663
5,0.8775311178363936
6,0.8694882345800106
7,0.8605317170709457
8,0.8398338185963233
9,0.8266094135876827
10,0.8119809869842404
11,0.7985234079680077
12,0.776255683016487
13,0.7619876024681206
14,0.7368007432812408
15,0.7198018380760626
16,0.7067396085435672
17,0.6905035918757693
18,0.6730132500080831
19,0.6616547241994287
20,0.6421109311606653
21,0.6083953403264376
22,0.6161115301789559
23,0.5949769062584354
24,0.5893266942491984
25,0.5910761374393013
26,0.5764891527639979
27,0.5756113550981679
28,0.5674296172088643
29,0.5746173870576182
30,0.5530073889172534
31,0.5447756181503987
32,0.535786957226744
33,0.5388695772627287
34,0.527775129926888
35,0.5198142813704526
36,0.5028916628041901
37,0.5218398585331481
38,0.5199385078554305
39,0.5090044953599225
40,0.4871151822405151
41,0.4703414359938579
42,0.4927967491509682
43,0.46148403447023645
44,0.4513275072815214
45,0.452719705493788
46,0.44602304728247744
47,0.4396372341283964
48,0.4485532462606724
49,0.4399634548296198
